Month,Region,Provider_Group,Service_Category,Members,ER_Visits_per_1000,Admissions_per_1000,Avg_Cost_per_Admission,Specialty_Rx_Spend_PMPM,Generic_Dispensing_Rate,Mail_Order_Rate,Imaging_Util_per_1000,SNF_Days_per_1000,Outpatient_Site_of_Care_Index,Leakage_Rate,PMPM,Expected_Driver,Scenario_Type
2024-06-01,South,Delta Care Network,Post-Acute,11609,148.6,47.2,19038.25,88.0,0.823,0.202,96.1,24.9,1.006,0.128,144.43,leakage_network,leakage_network
2024-06-01,South,Delta Care Network,Outpatient,11609,157.1,46.6,19583.9,88.01,0.825,0.191,93.5,26.0,1.024,0.113,221.72,leakage_network,leakage_network
2024-06-01,Central,Alpha IPA,Medical,10382,151.0,45.6,21117.35,89.55,0.832,0.196,95.1,22.3,1.007,0.08,609.65,unit_cost_inflation,unit_cost_inflation
2024-06-01,Central,Alpha IPA,Pharmacy,10382,155.2,44.3,17969.73,111.5,0.775,0.228,97.1,24.5,1.004,0.081,217.67,pharmacy_mix_shift,pharmacy_mix_shift
2024-06-01,Central,Alpha IPA,Post-Acute,10382,153.9,46.1,18844.14,89.29,0.828,0.192,98.1,24.6,0.999,0.135,142.71,leakage_network,leakage_network
2024-06-01,Central,Alpha IPA,Outpatient,10382,151.8,46.0,18181.9,94.96,0.83,0.193,96.1,21.4,0.992,0.124,227.85,leakage_network,leakage_network
2024-06-01,Central,Beacon Medical Group,Medical,11198,174.1,54.0,19102.08,92.29,0.828,0.194,95.6,23.2,0.99,0.078,610.87,utilization_increase,utilization_increase
2024-06-01,Central,Beacon Medical Group,Pharmacy,11198,149.7,47.8,18770.38,121.92,0.777,0.226,98.9,23.9,1.007,0.083,222.46,pharmacy_mix_shift,pharmacy_mix_shift
2024-06-01,Central,Beacon Medical Group,Post-Acute,11198,155.0,47.1,18289.67,88.99,0.827,0.191,99.3,31.0,0.991,0.081,150.21,post_acute_spike,post_acute_spike
2024-06-01,Central,Beacon Medical Group,Outpatient,11198,154.8,46.7,18880.57,89.3,0.835,0.194,96.1,22.9,1.18,0.084,235.99,site_of_care_shift,site_of_care_shift
2024-06-01,Central,Crest Health Partners,Medical,11624,165.7,48.6,21929.33,94.17,0.826,0.2,101.1,25.3,1.007,0.087,625.85,unit_cost_inflation,unit_cost_inflation
2024-06-01,Central,Crest Health Partners,Pharmacy,11624,159.5,50.8,19290.27,118.01,0.78,0.226,101.1,23.6,0.985,0.076,213.0,pharmacy_mix_shift,pharmacy_mix_shift
2024-06-01,Central,Crest Health Partners,Post-Acute,11624,157.4,49.8,18949.32,93.49,0.824,0.193,101.8,25.6,0.993,0.131,158.69,leakage_network,leakage_network
2024-06-01,Central,Crest Health Partners,Outpatient,11624,159.9,48.2,18947.87,93.23,0.829,0.195,95.7,24.0,0.999,0.119,227.45,leakage_network,leakage_network
2024-06-01,Central,Delta Care Network,Medical,12461,186.2,55.6,19566.82,94.75,0.832,0.193,103.7,26.2,1.009,0.083,633.59,utilization_increase,utilization_increase
2024-06-01,Central,Delta Care Network,Pharmacy,12461,163.6,50.8,19619.05,119.51,0.777,0.226,103.2,25.0,0.999,0.08,208.69,pharmacy_mix_shift,pharmacy_mix_shift
2024-06-01,Central,Delta Care Network,Post-Acute,12461,163.1,50.3,19251.91,98.54,0.824,0.192,94.2,30.9,0.996,0.078,156.99,post_acute_spike,post_acute_spike
2024-06-01,Central,Delta Care Network,Outpatient,12461,167.4,50.6,19188.82,97.57,0.83,0.192,96.9,25.4,1.18,0.089,236.18,site_of_care_shift,site_of_care_shift
2024-06-01,East,Alpha IPA,Medical,11233,174.7,53.5,18320.62,93.38,0.834,0.197,99.3,25.2,1.002,0.082,619.11,utilization_increase,utilization_increase
2024-06-01,East,Alpha IPA,Pharmacy,11233,156.6,48.9,18124.42,121.84,0.787,0.225,101.7,25.2,0.994,0.087,216.61,pharmacy_mix_shift,pharmacy_mix_shift
2024-06-01,East,Alpha IPA,Post-Acute,11233,155.6,49.4,19142.4,90.23,0.826,0.192,102.2,28.8,1.004,0.088,149.02,post_acute_spike,post_acute_spike
2024-06-01,East,Alpha IPA,Outpatient,11233,162.0,47.6,18785.84,89.56,0.835,0.192,101.0,24.5,1.18,0.083,245.76,site_of_care_shift,site_of_care_shift
2024-06-01,East,Beacon Medical Group,Medical,11784,162.8,48.3,22320.25,93.63,0.847,0.196,100.9,26.8,0.982,0.085,640.31,unit_cost_inflation,unit_cost_inflation
2024-06-01,East,Beacon Medical Group,Pharmacy,11784,161.5,47.4,19031.22,124.97,0.782,0.222,99.9,24.8,1.004,0.09,228.12,pharmacy_mix_shift,pharmacy_mix_shift
2024-06-01,East,Beacon Medical Group,Post-Acute,11784,163.8,47.9,18751.62,95.33,0.823,0.194,102.9,24.3,0.99,0.135,149.84,leakage_network,leakage_network
2024-06-01,East,Beacon Medical Group,Outpatient,11784,166.2,50.2,19172.1,92.13,0.825,0.193,103.2,25.7,0.979,0.122,242.6,leakage_network,leakage_network
2024-06-01,East,Crest Health Partners,Medical,12834,182.8,59.2,19441.32,96.96,0.832,0.194,101.8,28.3,1.01,0.088,646.71,utilization_increase,utilization_increase
2024-06-01,East,Crest Health Partners,Pharmacy,12834,162.0,52.5,19197.06,123.79,0.772,0.217,105.0,25.4,0.98,0.087,232.54,pharmacy_mix_shift,pharmacy_mix_shift
2024-06-01,East,Crest Health Partners,Post-Acute,12834,171.6,50.7,19452.65,98.22,0.836,0.194,104.1,32.3,1.006,0.084,156.47,post_acute_spike,post_acute_spike
2024-06-01,East,Crest Health Partners,Outpatient,12834,171.5,52.5,19593.22,100.3,0.828,0.201,105.6,29.5,1.18,0.082,246.03,site_of_care_shift,site_of_care_shift
2024-06-01,East,Delta Care Network,Medical,12953,171.6,54.8,22677.41,100.26,0.836,0.198,103.1,28.4,1.012,0.087,662.15,unit_cost_inflation,unit_cost_inflation
2024-06-01,East,Delta Care Network,Pharmacy,12953,170.9,52.4,19942.24,125.54,0.776,0.221,103.7,27.2,1.0,0.086,226.39,pharmacy_mix_shift,pharmacy_mix_shift
2024-06-01,East,Delta Care Network,Post-Acute,12953,167.5,54.3,19669.69,96.92,0.832,0.188,103.6,28.0,0.983,0.139,163.3,leakage_network,leakage_network
2024-06-01,East,Delta Care Network,Outpatient,12953,168.5,52.9,20085.73,96.83,0.834,0.192,104.6,26.2,1.003,0.13,238.36,leakage_network,leakage_network
2024-07-01,West,Alpha IPA,Medical,8791,154.7,46.7,18053.23,84.98,0.826,0.199,87.3,20.6,0.99,0.076,553.62,utilization_increase,utilization_increase
2024-07-01,West,Alpha IPA,Pharmacy,8791,143.2,41.4,17376.9,112.94,0.774,0.223,87.6,21.4,0.996,0.064,207.3,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,West,Alpha IPA,Post-Acute,8791,145.1,42.1,17635.33,83.35,0.825,0.203,87.4,25.1,1.011,0.067,136.17,post_acute_spike,post_acute_spike
2024-07-01,West,Alpha IPA,Outpatient,8791,140.0,42.0,17577.88,89.23,0.83,0.186,89.0,21.0,1.18,0.071,224.26,site_of_care_shift,site_of_care_shift
2024-07-01,West,Beacon Medical Group,Medical,9432,143.8,44.2,20459.36,83.63,0.843,0.193,90.3,20.3,1.001,0.066,580.91,unit_cost_inflation,unit_cost_inflation
2024-07-01,West,Beacon Medical Group,Pharmacy,9432,148.2,44.1,17970.52,104.41,0.787,0.221,94.6,22.8,1.006,0.067,204.04,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,West,Beacon Medical Group,Post-Acute,9432,142.1,43.5,17725.04,80.9,0.834,0.196,88.5,21.2,1.004,0.116,130.01,leakage_network,leakage_network
2024-07-01,West,Beacon Medical Group,Outpatient,9432,145.6,44.1,17740.11,83.13,0.828,0.19,86.9,21.0,1.008,0.109,216.22,leakage_network,leakage_network
2024-07-01,West,Crest Health Partners,Medical,10055,170.3,49.9,17989.09,86.51,0.817,0.2,93.3,22.4,0.999,0.073,571.67,utilization_increase,utilization_increase
2024-07-01,West,Crest Health Partners,Pharmacy,10055,145.6,43.6,18631.45,115.44,0.767,0.22,91.6,22.1,0.987,0.078,215.24,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,West,Crest Health Partners,Post-Acute,10055,149.9,44.2,18316.68,87.05,0.827,0.198,87.1,29.5,1.002,0.075,144.88,post_acute_spike,post_acute_spike
2024-07-01,West,Crest Health Partners,Outpatient,10055,144.3,43.6,18175.09,88.16,0.826,0.192,88.2,22.6,1.18,0.067,230.19,site_of_care_shift,site_of_care_shift
2024-07-01,West,Delta Care Network,Medical,11035,151.7,48.0,21158.43,90.61,0.828,0.189,98.3,23.3,1.007,0.067,605.38,unit_cost_inflation,unit_cost_inflation
2024-07-01,West,Delta Care Network,Pharmacy,11035,148.5,48.0,18493.42,116.37,0.785,0.231,96.3,22.0,0.993,0.066,217.02,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,West,Delta Care Network,Post-Acute,11035,152.7,44.8,18343.38,86.26,0.828,0.189,95.6,23.8,1.019,0.123,143.22,leakage_network,leakage_network
2024-07-01,West,Delta Care Network,Outpatient,11035,155.3,44.8,18111.26,90.83,0.817,0.196,90.9,23.5,0.989,0.112,222.34,leakage_network,leakage_network
2024-07-01,South,Alpha IPA,Medical,9787,146.0,43.1,20736.08,83.64,0.83,0.198,99.4,21.6,0.997,0.073,582.88,unit_cost_inflation,unit_cost_inflation
2024-07-01,South,Alpha IPA,Pharmacy,9787,147.5,43.9,18275.9,109.39,0.783,0.228,92.0,21.9,1.024,0.072,209.18,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,South,Alpha IPA,Post-Acute,9787,143.0,46.1,18216.05,85.3,0.831,0.197,90.5,23.0,1.004,0.126,142.48,leakage_network,leakage_network
2024-07-01,South,Alpha IPA,Outpatient,9787,147.7,44.3,17967.73,85.4,0.836,0.192,93.3,21.9,1.018,0.111,221.33,leakage_network,leakage_network
2024-07-01,South,Beacon Medical Group,Medical,10488,166.6,50.5,17838.08,87.8,0.817,0.197,92.5,21.5,1.011,0.07,587.45,utilization_increase,utilization_increase
2024-07-01,South,Beacon Medical Group,Pharmacy,10488,147.2,47.4,18474.87,110.69,0.773,0.228,93.2,22.8,1.013,0.072,209.84,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,South,Beacon Medical Group,Post-Acute,10488,153.8,46.5,18202.12,88.28,0.819,0.192,95.0,27.9,1.001,0.079,141.18,post_acute_spike,post_acute_spike
2024-07-01,South,Beacon Medical Group,Outpatient,10488,149.1,45.7,18038.75,92.58,0.833,0.197,99.4,21.5,1.18,0.076,230.99,site_of_care_shift,site_of_care_shift
2024-07-01,South,Crest Health Partners,Medical,10925,149.6,47.8,21886.13,91.68,0.819,0.192,97.7,23.8,0.973,0.08,613.63,unit_cost_inflation,unit_cost_inflation
2024-07-01,South,Crest Health Partners,Pharmacy,10925,150.7,48.2,18346.74,114.28,0.78,0.233,100.9,24.2,1.005,0.078,206.36,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,South,Crest Health Partners,Post-Acute,10925,156.6,46.1,18645.54,90.43,0.831,0.196,86.8,24.0,1.006,0.127,145.03,leakage_network,leakage_network
2024-07-01,South,Crest Health Partners,Outpatient,10925,160.6,47.4,18681.3,93.61,0.83,0.192,88.7,23.3,1.008,0.114,223.63,leakage_network,leakage_network
2024-07-01,South,Delta Care Network,Medical,11486,180.8,55.1,18761.43,94.17,0.831,0.202,92.9,24.1,1.008,0.081,611.72,utilization_increase,utilization_increase
2024-07-01,South,Delta Care Network,Pharmacy,11486,156.8,49.4,19110.61,117.89,0.78,0.231,103.7,25.3,1.0,0.075,217.8,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,South,Delta Care Network,Post-Acute,11486,157.5,48.7,18532.64,96.24,0.822,0.194,98.3,32.4,0.996,0.072,152.89,post_acute_spike,post_acute_spike
2024-07-01,South,Delta Care Network,Outpatient,11486,164.6,45.1,18549.18,99.83,0.831,0.192,97.9,24.7,1.18,0.082,235.59,site_of_care_shift,site_of_care_shift
2024-07-01,Central,Alpha IPA,Medical,10532,176.9,49.7,18090.0,85.6,0.82,0.192,92.5,23.7,0.988,0.067,575.04,utilization_increase,utilization_increase
2024-07-01,Central,Alpha IPA,Pharmacy,10532,150.1,45.3,18855.86,113.24,0.782,0.226,95.9,22.6,0.999,0.077,211.9,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,Central,Alpha IPA,Post-Acute,10532,151.1,44.9,18697.57,91.07,0.826,0.197,95.7,27.5,1.001,0.078,141.0,post_acute_spike,post_acute_spike
2024-07-01,Central,Alpha IPA,Outpatient,10532,145.5,45.6,18570.09,88.26,0.841,0.2,99.9,24.2,1.18,0.077,224.3,site_of_care_shift,site_of_care_shift
2024-07-01,Central,Beacon Medical Group,Medical,11093,154.2,48.2,21744.73,92.69,0.835,0.198,100.4,23.3,0.989,0.086,613.53,unit_cost_inflation,unit_cost_inflation
2024-07-01,Central,Beacon Medical Group,Pharmacy,11093,153.5,46.8,18505.26,115.49,0.772,0.22,97.4,23.6,1.011,0.081,214.83,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,Central,Beacon Medical Group,Post-Acute,11093,153.0,47.4,18808.3,93.79,0.828,0.2,98.0,25.0,0.995,0.123,148.67,leakage_network,leakage_network
2024-07-01,Central,Beacon Medical Group,Outpatient,11093,158.9,48.2,18826.66,91.13,0.824,0.198,99.3,23.6,1.011,0.116,228.12,leakage_network,leakage_network
2024-07-01,Central,Crest Health Partners,Medical,11854,186.4,53.4,19086.21,94.39,0.814,0.192,99.8,24.6,1.002,0.085,605.29,utilization_increase,utilization_increase
2024-07-01,Central,Crest Health Partners,Pharmacy,11854,155.8,49.4,18902.01,119.82,0.777,0.235,93.3,24.6,1.0,0.077,221.18,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,Central,Crest Health Partners,Post-Acute,11854,163.3,48.9,18918.8,93.72,0.827,0.196,99.4,30.8,1.008,0.075,147.79,post_acute_spike,post_acute_spike
2024-07-01,Central,Crest Health Partners,Outpatient,11854,153.0,50.0,19075.1,95.26,0.821,0.203,98.2,25.2,1.18,0.076,231.39,site_of_care_shift,site_of_care_shift
2024-07-01,Central,Delta Care Network,Medical,12520,164.7,53.9,22492.79,100.02,0.834,0.197,99.0,26.9,0.985,0.086,647.9,unit_cost_inflation,unit_cost_inflation
2024-07-01,Central,Delta Care Network,Pharmacy,12520,153.4,50.1,19496.18,122.12,0.782,0.223,98.1,25.7,1.0,0.079,224.39,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,Central,Delta Care Network,Post-Acute,12520,160.6,50.9,19320.39,92.11,0.821,0.196,107.9,26.4,0.983,0.118,153.52,leakage_network,leakage_network
2024-07-01,Central,Delta Care Network,Outpatient,12520,163.6,51.9,19035.78,96.88,0.832,0.194,100.7,25.8,1.005,0.12,236.46,leakage_network,leakage_network
2024-07-01,East,Alpha IPA,Medical,11245,152.7,50.4,21655.59,91.58,0.828,0.196,98.8,24.6,1.0,0.086,605.99,unit_cost_inflation,unit_cost_inflation
2024-07-01,East,Alpha IPA,Pharmacy,11245,165.5,47.8,19024.19,114.63,0.776,0.223,104.4,24.0,1.008,0.082,210.58,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,East,Alpha IPA,Post-Acute,11245,157.0,49.5,18283.04,89.71,0.818,0.192,97.6,23.0,0.993,0.127,139.4,leakage_network,leakage_network
2024-07-01,East,Alpha IPA,Outpatient,11245,162.8,48.5,18906.24,90.49,0.82,0.191,99.9,25.5,1.009,0.128,228.69,leakage_network,leakage_network
2024-07-01,East,Beacon Medical Group,Medical,11921,184.8,54.0,19089.64,100.09,0.819,0.195,105.6,23.9,0.994,0.083,608.38,utilization_increase,utilization_increase
2024-07-01,East,Beacon Medical Group,Pharmacy,11921,155.6,50.2,19349.89,123.23,0.774,0.226,99.3,25.1,1.022,0.085,214.64,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,East,Beacon Medical Group,Post-Acute,11921,162.7,47.9,18790.3,92.4,0.826,0.2,103.7,31.6,0.989,0.083,154.56,post_acute_spike,post_acute_spike
2024-07-01,East,Beacon Medical Group,Outpatient,11921,159.5,49.2,19282.41,94.13,0.829,0.202,101.5,26.6,1.18,0.079,232.41,site_of_care_shift,site_of_care_shift
2024-07-01,East,Crest Health Partners,Medical,12728,162.6,50.9,22775.9,100.14,0.83,0.194,97.8,26.3,1.0,0.086,649.62,unit_cost_inflation,unit_cost_inflation
2024-07-01,East,Crest Health Partners,Pharmacy,12728,171.0,51.9,19161.38,122.52,0.778,0.223,105.5,26.6,0.989,0.09,219.77,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,East,Crest Health Partners,Post-Acute,12728,159.1,50.9,19534.36,99.43,0.826,0.199,104.6,24.9,0.986,0.139,152.55,leakage_network,leakage_network
2024-07-01,East,Crest Health Partners,Outpatient,12728,167.3,52.8,19766.98,98.71,0.823,0.203,105.6,25.8,0.993,0.126,230.14,leakage_network,leakage_network
2024-07-01,East,Delta Care Network,Medical,13048,197.0,56.5,19861.18,97.7,0.827,0.193,105.5,28.9,1.014,0.086,628.78,utilization_increase,utilization_increase
2024-07-01,East,Delta Care Network,Pharmacy,13048,173.4,53.9,19501.05,126.47,0.769,0.23,112.2,27.1,0.979,0.087,218.96,pharmacy_mix_shift,pharmacy_mix_shift
2024-07-01,East,Delta Care Network,Post-Acute,13048,167.3,53.3,19826.37,97.78,0.825,0.197,104.8,31.6,0.997,0.086,153.2,post_acute_spike,post_acute_spike
2024-07-01,East,Delta Care Network,Outpatient,13048,164.3,53.7,18928.36,97.88,0.825,0.197,107.7,28.1,1.18,0.087,244.75,site_of_care_shift,site_of_care_shift
2024-08-01,West,Alpha IPA,Medical,9189,147.6,40.3,20445.99,85.97,0.827,0.195,90.5,19.4,0.999,0.068,554.74,unit_cost_inflation,unit_cost_inflation
2024-08-01,West,Alpha IPA,Pharmacy,9189,141.7,43.3,17397.02,111.3,0.776,0.223,87.2,20.7,0.993,0.072,208.75,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,West,Alpha IPA,Post-Acute,9189,133.6,40.0,17627.41,82.96,0.828,0.2,84.2,19.6,1.017,0.121,130.5,leakage_network,leakage_network
2024-08-01,West,Alpha IPA,Outpatient,9189,136.3,41.4,17142.83,87.21,0.822,0.201,86.8,20.0,0.996,0.1,214.39,leakage_network,leakage_network
2024-08-01,West,Beacon Medical Group,Medical,9657,163.4,48.9,17234.11,89.9,0.83,0.202,89.8,22.8,0.985,0.073,557.33,utilization_increase,utilization_increase
2024-08-01,West,Beacon Medical Group,Pharmacy,9657,137.4,42.2,17801.66,108.72,0.778,0.22,83.6,23.2,1.009,0.066,205.37,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,West,Beacon Medical Group,Post-Acute,9657,148.1,44.0,17844.47,89.74,0.822,0.197,89.9,26.3,0.996,0.07,139.54,post_acute_spike,post_acute_spike
2024-08-01,West,Beacon Medical Group,Outpatient,9657,139.8,44.5,17507.08,86.45,0.825,0.198,83.6,22.7,1.18,0.075,214.59,site_of_care_shift,site_of_care_shift
2024-08-01,West,Crest Health Partners,Medical,10009,155.7,44.7,21427.12,89.1,0.828,0.197,94.5,21.9,0.99,0.067,587.13,unit_cost_inflation,unit_cost_inflation
2024-08-01,West,Crest Health Partners,Pharmacy,10009,147.1,45.9,18491.42,110.8,0.772,0.221,98.1,22.9,1.005,0.065,207.44,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,West,Crest Health Partners,Post-Acute,10009,150.0,44.7,18422.71,94.78,0.821,0.193,89.4,24.2,1.01,0.119,144.07,leakage_network,leakage_network
2024-08-01,West,Crest Health Partners,Outpatient,10009,144.7,46.1,17986.03,88.35,0.829,0.196,91.3,22.6,1.008,0.117,222.83,leakage_network,leakage_network
2024-08-01,West,Delta Care Network,Medical,10991,176.9,50.9,18187.66,92.63,0.827,0.191,93.0,23.3,0.995,0.076,582.82,utilization_increase,utilization_increase
2024-08-01,West,Delta Care Network,Pharmacy,10991,157.5,46.8,18424.42,113.48,0.776,0.227,89.9,22.9,0.997,0.072,211.67,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,West,Delta Care Network,Post-Acute,10991,149.7,47.1,18345.38,83.83,0.824,0.201,89.0,28.7,1.016,0.067,144.54,post_acute_spike,post_acute_spike
2024-08-01,West,Delta Care Network,Outpatient,10991,146.8,48.5,18375.0,91.12,0.833,0.2,91.4,22.8,1.18,0.068,214.59,site_of_care_shift,site_of_care_shift
2024-08-01,South,Alpha IPA,Medical,9640,159.7,50.5,18003.04,85.74,0.823,0.189,88.7,23.2,1.022,0.078,575.76,utilization_increase,utilization_increase
2024-08-01,South,Alpha IPA,Pharmacy,9640,144.3,42.9,18567.93,112.04,0.787,0.233,86.8,21.5,0.993,0.075,207.49,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,South,Alpha IPA,Post-Acute,9640,158.0,42.7,18018.69,89.54,0.826,0.197,88.9,27.2,1.005,0.076,143.84,post_acute_spike,post_acute_spike
2024-08-01,South,Alpha IPA,Outpatient,9640,151.7,45.1,17971.39,85.07,0.823,0.196,92.8,21.7,1.18,0.07,218.17,site_of_care_shift,site_of_care_shift
2024-08-01,South,Beacon Medical Group,Medical,10339,149.1,43.7,20821.82,89.02,0.819,0.199,96.2,22.5,0.996,0.077,572.26,unit_cost_inflation,unit_cost_inflation
2024-08-01,South,Beacon Medical Group,Pharmacy,10339,146.9,46.9,18515.26,117.12,0.781,0.219,98.1,23.4,1.01,0.077,212.64,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,South,Beacon Medical Group,Post-Acute,10339,148.9,45.9,18156.48,92.17,0.818,0.195,100.1,22.4,0.998,0.121,140.35,leakage_network,leakage_network
2024-08-01,South,Beacon Medical Group,Outpatient,10339,147.1,45.3,18504.66,88.25,0.83,0.2,97.2,23.1,1.032,0.119,227.56,leakage_network,leakage_network
2024-08-01,South,Crest Health Partners,Medical,11011,175.1,53.6,19062.86,95.7,0.83,0.192,97.5,22.6,0.985,0.076,603.33,utilization_increase,utilization_increase
2024-08-01,South,Crest Health Partners,Pharmacy,11011,157.6,47.6,18709.48,114.61,0.775,0.221,90.0,24.5,0.992,0.078,215.63,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,South,Crest Health Partners,Post-Acute,11011,151.5,47.7,18351.65,87.39,0.827,0.195,94.7,31.4,0.985,0.077,147.92,post_acute_spike,post_acute_spike
2024-08-01,South,Crest Health Partners,Outpatient,11011,157.6,47.4,18663.8,89.64,0.822,0.201,101.3,24.3,1.18,0.076,244.96,site_of_care_shift,site_of_care_shift
2024-08-01,South,Delta Care Network,Medical,11691,158.4,50.3,21608.37,93.89,0.829,0.199,95.7,23.8,1.01,0.08,622.77,unit_cost_inflation,unit_cost_inflation
2024-08-01,South,Delta Care Network,Pharmacy,11691,165.2,48.7,18756.64,124.64,0.78,0.223,94.9,25.1,0.998,0.075,223.82,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,South,Delta Care Network,Post-Acute,11691,161.0,50.1,18270.54,94.63,0.829,0.191,96.0,23.8,1.0,0.132,150.24,leakage_network,leakage_network
2024-08-01,South,Delta Care Network,Outpatient,11691,154.7,49.1,19017.64,94.97,0.828,0.198,103.1,25.7,0.989,0.118,235.68,leakage_network,leakage_network
2024-08-01,Central,Alpha IPA,Medical,10497,156.5,46.2,21413.76,91.3,0.816,0.197,94.0,22.2,1.014,0.082,592.94,unit_cost_inflation,unit_cost_inflation
2024-08-01,Central,Alpha IPA,Pharmacy,10497,149.7,46.4,18697.43,113.83,0.776,0.23,90.2,23.3,0.996,0.079,207.54,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,Central,Alpha IPA,Post-Acute,10497,152.6,48.3,18302.82,91.73,0.836,0.195,101.4,23.4,1.018,0.133,143.74,leakage_network,leakage_network
2024-08-01,Central,Alpha IPA,Outpatient,10497,151.7,45.3,18422.74,93.24,0.826,0.196,95.2,24.4,1.012,0.117,221.29,leakage_network,leakage_network
2024-08-01,Central,Beacon Medical Group,Medical,10977,179.6,54.3,19043.8,89.87,0.825,0.193,97.2,25.8,0.986,0.074,597.01,utilization_increase,utilization_increase
2024-08-01,Central,Beacon Medical Group,Pharmacy,10977,157.1,48.2,18831.23,122.8,0.767,0.232,97.1,24.9,0.987,0.08,219.05,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,Central,Beacon Medical Group,Post-Acute,10977,160.6,45.6,18709.23,90.29,0.829,0.2,101.9,28.9,1.009,0.085,140.66,post_acute_spike,post_acute_spike
2024-08-01,Central,Beacon Medical Group,Outpatient,10977,158.4,48.7,18622.38,89.97,0.831,0.192,97.5,24.2,1.18,0.077,227.53,site_of_care_shift,site_of_care_shift
2024-08-01,Central,Crest Health Partners,Medical,11696,164.0,51.7,21515.4,95.79,0.821,0.201,97.2,24.3,0.994,0.08,620.43,unit_cost_inflation,unit_cost_inflation
2024-08-01,Central,Crest Health Partners,Pharmacy,11696,161.9,49.0,18601.03,123.93,0.776,0.232,97.9,23.4,1.0,0.085,219.22,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,Central,Crest Health Partners,Post-Acute,11696,159.2,48.0,19527.33,92.43,0.822,0.199,94.4,26.3,1.006,0.134,152.18,leakage_network,leakage_network
2024-08-01,Central,Crest Health Partners,Outpatient,11696,159.4,47.7,18957.98,92.56,0.828,0.2,104.4,25.4,1.009,0.119,231.13,leakage_network,leakage_network
2024-08-01,Central,Delta Care Network,Medical,12224,189.1,55.0,19380.76,94.35,0.822,0.2,104.7,24.8,1.007,0.078,609.56,utilization_increase,utilization_increase
2024-08-01,Central,Delta Care Network,Pharmacy,12224,169.7,51.5,19538.76,130.27,0.772,0.223,99.8,25.5,0.976,0.079,221.55,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,Central,Delta Care Network,Post-Acute,12224,167.1,50.9,19119.79,98.47,0.83,0.194,100.5,28.8,0.989,0.077,145.63,post_acute_spike,post_acute_spike
2024-08-01,Central,Delta Care Network,Outpatient,12224,160.2,49.9,18932.4,97.43,0.828,0.199,102.0,24.3,1.18,0.078,233.34,site_of_care_shift,site_of_care_shift
2024-08-01,East,Alpha IPA,Medical,11643,186.6,53.9,18553.74,95.7,0.829,0.194,102.5,24.4,0.986,0.087,596.7,utilization_increase,utilization_increase
2024-08-01,East,Alpha IPA,Pharmacy,11643,157.1,48.0,18634.27,122.27,0.776,0.228,101.1,23.4,0.991,0.076,219.66,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,East,Alpha IPA,Post-Acute,11643,153.2,48.2,18961.3,95.51,0.82,0.197,105.0,32.1,1.01,0.086,149.99,post_acute_spike,post_acute_spike
2024-08-01,East,Alpha IPA,Outpatient,11643,160.9,47.8,19018.16,92.42,0.825,0.198,100.7,25.1,1.18,0.08,241.06,site_of_care_shift,site_of_care_shift
2024-08-01,East,Beacon Medical Group,Medical,12192,172.0,50.0,21753.25,94.07,0.829,0.202,98.4,25.3,1.002,0.088,610.93,unit_cost_inflation,unit_cost_inflation
2024-08-01,East,Beacon Medical Group,Pharmacy,12192,155.7,50.2,19487.44,122.62,0.778,0.225,99.5,26.4,1.004,0.087,224.15,pharmacy_mix_shift,pharmacy_mix_shift
2024-08-01,East,Beacon Medical Group,Post-Acute,12192,157.8,48.8,19197.38,94.59,0.83,0.196,99.0,25.5,1.002,0.139,149.84,leakage_network,leakage_network
2024-08-01,East,Beacon Medical Group,Outpatient,12192,163.8,49.9,19093.53,94.21,0.827,0.196,107.1,26.7,1.006,0.127,235.84,leakage_network,leakage_network
